text|source|page|chunk_id
"– de définir, conformément  aux conditions d’utilisation du portail des marchés publics, les bi -clés de chiffrement  et de 
déchiffrement des plis électroniques associés à la  consultation ; 
– de saisir les concurrents concernés, avant l’expiration du délai de validité des offres, en vue de leur demander une prorogation 
dudit délai conformément aux dispositions  de l’article 36 du décret précité n° 2-22-431 ; 
– de publier le résultat de la séance d’ouverture des plis  et d’évaluation des offres ; 
– d’informer l’attributaire de l’acceptation de son offre et  d’aviser les concurrents éliminés du rejet de leurs offres,  en leur 
indiquant les motifs  de leur éviction ;  
– de traiter tout document ou donnée ayant un lien avec la passation des marchés publics. 
ART. 9. 
b) à la commission de consultation : 
– de déchiffrer les candidatures et les offres électroniques déposées par les concurrents ; 
– d’ouvrir les plis des concurrents et d’évaluer leurs offres ; 
– de gérer l’admissibilité des concurrents et de renseigner  les résultats de l’évaluation des offres au fur et à mesure du 
déroulement des travaux de la commission de consultation ; 
– de demander aux concurrents des éclaircissements  conformément  aux dispositions des articles 40 et 41 du décret précité 
n° 2-22-431 ;"|data_input/Arrete_1692_BO_7222_Fr_Dématérialisation.pdf|4|36dc81ee255f4b5b97f9adea70f65c5c
"Nº 7222 – 30 moharrem 1445 (17-8-2023) BULLETIN OFFICIEL 1779 
 
 
– d’arrêter les résultats définitifs à l’issue de l’achèvement des travaux de la commission de consultation; 
– de demander au concurrent ayant présenté l’offre la  plus avantageuse de compléter électroniquement son  dossier 
administratif et, le cas échéant, de confirmer les rectifications des erreurs matérielles relevées, de  régulariser les 
discordances constatées dans les diverses  pièces de son dossier administratif, de justifier le ou les  prix  unitaires  principaux  
jugés   anormalement  bas ou excessifs et de produire les échantillons ou les  prototypes exigés par le règlement de 
consultation, le  cas échéant, et ce, conformément aux dispositions des  articles 43 et 44 du décret précité n° 2-22-431 ; 
– d’accomplir toute mission dont elle est investie par les  dispositions du décret précité n° 2-22-431. 
c) au concurrent : 
– de demander au maître d’ouvrage de lui fournir tout  éclaircissement  ou renseignement  concernant le dossier de consultation ; 
– de déposer électroniquement  ses plis et son offre ; 
– de retirer électroniquement,  antérieurement au jour et à l’heure fixés pour la séance d’ouverture des plis, ses  plis déposés 
sur le portail des marchés publics ; 
– de donner suite à la demande du maître d’ouvrage  relative à la prorogation du délai de validité de son  offre 
conformément aux dispositions de 36 du décret précité n° 2-22-431 ;"|data_input/Arrete_1692_BO_7222_Fr_Dématérialisation.pdf|5|ea2cb9a9058548d883051164e3763638
"conformément aux dispositions de 36 du décret précité n° 2-22-431 ; 
– de compléter, le cas échéant, son dossier administratif ; 
– le cas échéant, de confirmer les rectifications des erreurs  matérielles relevées par la commission de consultation,  de régulariser 
les discordances constatées dans les diverses pièces de son dossier et de justifier le ou les  prix unitaires principaux jugés 
anormalement bas ou  excessifs, et ce, conformément aux dispositions des  articles 43 et 44 du décret précité n° 2-22-431 ; 
– de traiter tout document ou donnée ayant un lien avec la passation des marchés publics. 
ART. 9. 
d) aux agents chargés du contrôle, au comptable public ou à la personne chargée du paiement : 
– d’examiner les projets de dossiers de consultation et de faire part au maître d’ouvrage de ses observations  éventuelles ; 
– de suivre les procédures de passation des marchés publics dont il assure le contrôle ; 
– de traiter, dans la limite des missions qui lui sont imparties, tout document ou donnée ayant un lien avec  la passation des 
marchés publics.  
ART. 10. – Le maître d’ouvrage met à la disposition des  concurrents, sur le portail des marchés publics, le dossier de  
consultation et tout document ou renseignement. Il précise,  également, les modalités de réponse électronique à ladite consultation."|data_input/Arrete_1692_BO_7222_Fr_Dématérialisation.pdf|5|31735185578247f7a5eae94c984f1063
"1780 BULLETIN OFFICIEL Nº 7222 – 30 moharrem 1445 (17-8-2023) 
 
Le maître d’ouvrage associe,  conformément  aux conditions  d’utilisation  du  portail  des   marchés   publics,  les bi-clés de 
chiffrement et de déchiffrement  des plis électroniques par le président et/ou ses suppléants, à la consultation sur le portail des 
marchés publics. 
La responsabilité  de gestion des bi-clés de chiffrement et de déchiffrement par les présidents et/ou suppléants incombe  au 
maître d’ouvrage. 
ART. 11. – Les concurrents peuvent consulter et/ou télécharger le dossier de consultation, les documents et renseignements 
visés aux dispositions de 10 ci -dessus arrêté conformément aux conditions d’utilisation du portail des marchés publics. 
ART. 12. – Chacune des pièces constituant la réponse du concurrent à la consultation, est insérée, individuellement,  dans 
l’enveloppe électronique  la concernant.  
Conformément aux conditions d’utilisation du portail  des marchés publics, chaque pièce est signée, électroniquement,  par le 
concurrent ou la personne dûment habilitée à le représenter, à l’exception des pièces dématérialisées.  
Lorsqu’il s’agit d’un groupement, ces pièces sont signées, soit par l’ensemble des membres du groupement, soit  uniquement 
par le mandataire conformément aux dispositions  du paragraphe C) de l’article 150 du décret précité n° 2-22-431. 
ART. 13. – Les plis des concurrents sont chiffrés par le portail des marchés publics avant leur dépôt par voie électronique"|data_input/Arrete_1692_BO_7222_Fr_Dématérialisation.pdf|6|318fc71a69794a5aabc69300d903298c
"ART. 13. – Les plis des concurrents sont chiffrés par le portail des marchés publics avant leur dépôt par voie électronique 
selon les conditions d’utilisation du portail. 
Les plis sont déposés, par le concurrent ou la personne  dûment habilitée à le représenter dans la procédure de passation du 
marché, moyennant un certificat de signature  électronique selon les modalités visées à l’article 6 du présent  arrêté. 
Le dépôt des plis fait l’objet d’un horodatage automatique au niveau du portail des marchés publics, mentionnant la date  et 
l’heure du dépôt électronique et celles de l’envoi de l’accusé de réception électronique au concurrent concerné. 
ART. 14. – Tout pli électronique déposé postérieurement  à la date limite de remise des plis est automatiquement rejeté  par le 
portail des marchés publics. 
Tout pli déposé peut être retiré par le concurrent antérieurement au jour et à l’heure fixés pour la séance  d’ouverture 
des plis. 
Le retrait de tout pli s’effectue au moyen du même  certificat électronique ayant servi au dépôt de ce pli. 
Les informations relatives audit retrait sont enregistrées  automatiquement sur le registre de dépôt des plis. 
Les concurrents ayant retiré leurs plis peuvent présenter  de nouveaux plis dans les conditions prévues au présent chapitre et 
avant la date limite de remise des plis. 
Chapitre V 
Modalités de dématérialisation des garanties pécuniaires"|data_input/Arrete_1692_BO_7222_Fr_Dématérialisation.pdf|6|a86d5029ccc84c399820c1b09b1049b6
"avant la date limite de remise des plis. 
Chapitre V 
Modalités de dématérialisation des garanties pécuniaires 
ART. 15. – La constitution et la restitution des garanties  pécuniaires  s’effectuent par voie électronique selon les conditions 
du portail des marchés."|data_input/Arrete_1692_BO_7222_Fr_Dématérialisation.pdf|6|5e0e2cc61d284011a2a1a53903b96542
"Nº 7222 – 30 moharrem 1445 (17-8-2023) BULLETIN OFFICIEL 1781 
 
 
A cet effet, le portail des marchés publics permet : 
a) aux organismes agréés : 
– d’instruire les demandes de garanties pécuniaires émanant des concurrents et des titulaires des marchés  publics ; 
– de délivrer les garanties pécuniaires dûment signées par la ou les personnes habilitée(s) à engager l’organisme  agréé concerné, 
selon les conditions propres audit organisme ; 
– de recevoir, selon le cas, du concurrent ou du titulaire les demandes de restitution de leurs garanties pécuniaires  en cas de non -
production de ces garanties au maître  d’ouvrage ; 
– de recevoir du maître d’ouvrage les mainlevées sur les  garanties pécuniaires qui lui sont produites. 
b) aux concurrents : 
– d’introduire auprès des organismes agréés les demandes de constitution des cautionnements provisoires et des  attestations des 
cautions personnelles et solidaires en  tenant lieu ; 
– de demander, à l’organisme agréé, la restitution des  cautionnements provisoires ou la libération des cautions 
personnelles et solidaires en tenant lieu, en cas de non-production desdits cautionnements au maître  d’ouvrage ; 
– de demander, au maître d’ouvrage, la mainlevée sur les  cautionnements provisoires ou sur les attestations des  cautions 
personnelles et solidaires en tenant lieu. 
c) aux titulaires des marchés :"|data_input/Arrete_1692_BO_7222_Fr_Dématérialisation.pdf|7|aea3b8c29df64f95a394bb58a0355aaf
"personnelles et solidaires en tenant lieu. 
c) aux titulaires des marchés : 
– d’introduire auprès des organismes agréés des demandes de constitution des cautionnements définitifs ou des  attestations  des  
cautions  personnelles  et  solidaires  en tenant lieu et, le cas échéant, de la caution en remplacement de la retenue de garantie 
ou de la caution garantissant le remboursement de l’avance consentie  par le maître d’ouvrage ; 
– de demander au maître d’ouvrage les mainlevées sur les  cautionnements constitués ou la libération des cautions  personnelles 
et solidaires tenant lieu du cautionnement  définitif, et/ou de la retenue de garantie et, le cas échéant, de la caution garantissant le 
remboursement  de l’avance consentie par le maître d’ouvrage. 
d) aux maîtres d’ouvrages : 
– de restituer le cautionnement  provisoire au moyen d’une mainlevée délivrée aux  concurrents  dans  les  cas prévus au décret 
précité n° 2-22-431 et au titulaire  ayant constitué le cautionnement définitif dans le délai  prescrit ; 
– de restituer au titulaire son cautionnement définitif ou  de libérer les cautions personnelles et solidaires tenant  lieu du 
cautionnement définitif, et/ou de la retenue de  garantie au moyen d’une mainlevée ;"|data_input/Arrete_1692_BO_7222_Fr_Dématérialisation.pdf|7|d3233569a00e4f0691abe5c2dc2ef59e
"1782 BULLETIN OFFICIEL Nº 7222 – 30 moharrem 1445 (17-8-2023) 
 
– de restituer au titulaire du marché ou de libérer les  cautions personnelles et solidaires tenant  lieu,  le cas échéant,  
du cautionnement  garantissant  le remboursement  de l’avance consentie par le maître d’ouvrage au moyen d’une 
mainlevée ; 
– de renseigner les références de la décision de confiscation des cautionnements,  le cas échéant. 
Chapitre VI 
Conditions et modalités d’ouverture des plis et d’évaluation des offres des concurrents par voie électronique 
ART. 16. – Conformément  aux conditions d’utilisation du portail des marchés publics, il est procédé à l’ouverture des plis et 
à l’évaluation des offres des concurrents déposées par voie  électronique, dans les conditions prévues aux dispositions de  
l’article 136 du décret précité n° 2-22-431 jusqu’à l’achèvement des travaux de la commission de consultation. 
ART. 17. – En cas de difficultés techniques dues à la  non-disponibilité du portail des marchés publics ou de 
dysfonctionnements  empêchant l’ouverture et l’évaluation des offres déposées par voie électronique, à la date et à l’heure  
fixées pour l’ouverture des plis, le président de la commission de consultation reporte la séance d’ouverture des plis de 
quarante-huit heures et informe les concurrents et les membres de la commission de consultation du lieu, de la date et de  l’heure 
fixés pour la reprise de la séance publique d’ouverture  des plis."|data_input/Arrete_1692_BO_7222_Fr_Dématérialisation.pdf|8|7846c9a6f72447c8a820dc17e927d516
"fixés pour la reprise de la séance publique d’ouverture  des plis. 
En cas de persistance de ces difficultés techniques, il est fait application, autant de fois qu’il est nécessaire, des  
dispositions de l’alinéa précèdent. 
Dès  rétablissement  du  portail,  le  président  informe, à travers le portail des marchés publics, les concurrents et les 
membres de la commission de consultation du lieu, de la  date et de l’heure prévus pour la reprise de la séance publique  
d’ouverture des plis. 
ART. 18. – Le concurrent auquel il est envisagé d’attribuer le marché est tenu de procéder de manière électronique à : 
– la production, selon le cas, des pièces du dossier administratif visées aux dispositions de l’alinéa 2) du  paragraphe A) 
du I) ou à l’alinéa 2) du II) de l’article  28 du décret précité n° 2-22-431 ; 
– la confirmation des rectifications des erreurs matérielles relevées, le cas échéant ; 
– la régularisation  des  discordances  constatées  entre  les diverses pièces de son dossier administratif, le cas  échéant ; 
– la justification du ou des prix unitaires principaux jugés  excessifs ou anormalement bas conformément  aux dispositions 
de l’article 44 du décret précité n° 2-22-431. 
Conformément aux conditions d’utilisation du portail  des marchés publics, chacune des pièces constituant la réponse du 
concurrent, est insérée, individuellement, dans l’enveloppe  électronique  la   concernant   et   signée   électroniquement  et"|data_input/Arrete_1692_BO_7222_Fr_Dématérialisation.pdf|8|332ee6309edd4a6e9028961f7ddc632d
"concurrent, est insérée, individuellement, dans l’enveloppe  électronique  la   concernant   et   signée   électroniquement  et 
individuellement,  par le concurrent  ou  la  personne dûment habilitée à le représenter, à l’exception des pièces  
dématérialisées ."|data_input/Arrete_1692_BO_7222_Fr_Dématérialisation.pdf|8|3ed5dc31f8324e458ddd4f247de78ce2
"Nº 7222 – 30 moharrem 1445 (17-8-2023) BULLETIN OFFICIEL 1783 
 
 
La conclusion du marché est effectuée sur la base d’un  dossier sous format électronique.  
ART. 19. – Les contrats relatifs aux prestations  architecturales  sont passés  sous format électronique  conformément  aux 
dispositions du présent chapitre, à l’exception de ceux se rapportant au concours architectural. 
Chapitre VII 
Conditions et modalités de recours et de mise en œuvre des enchères électroniques inversées 
ART. 20. – Le maître d’ouvrage peut recourir à la procédure des enchères électroniques inversées pour les marchés de 
fournitures. Ces fournitures doivent, au préalable,  être décrites de manière précise. 
ART. 21. – En application des dispositions du quatrième  alinéa de l’article 138 du décret précité n° 2 -22-431, le maître  
d’ouvrage publie sur le portail des marchés publics l’avis de  l’enchère électronique inversée. 
Outre l’avis prévu à l’alinéa précédent, le maître d’ouvrage publie sur le portail des marchés publics le dossier  de l’enchère 
électronique inversée tel que fixé par l’article 25 du présent arrêté et, le cas échéant, tout document ou information complémentaire.  
Le dossier de l’enchère électronique inversée et, le cas  échéant, les documents et les informations complémentaires  peuvent 
être consultés et/ou téléchargés par les concurrents,  conformément aux conditions d’utilisation du portail des marchés publics."|data_input/Arrete_1692_BO_7222_Fr_Dématérialisation.pdf|9|45cd8e4e19d648b2b3b81552e3c8cb58
"être consultés et/ou téléchargés par les concurrents,  conformément aux conditions d’utilisation du portail des marchés publics. 
ART. 22. – Le nombre minimum des concurrents devant  s’inscrire pour participer à l’enchère électronique inversée ne  peut 
être inférieur à  trois concurrents.  
Le nombre minimum des concurrents admis à enchérir  ne peut être inférieur à deux concurrents.  
Le nombre minimum des concurrents admis et qui enchérissent ne peut être inférieur à deux concurrents. 
ART. 23. – Le maître d’ouvrage établit le prix du début de l’enchère de chaque article constituant l’enchère électronique  
inversée dit « prix de début ». 
Le maître d’ouvrage établit un montant minimum de  révision de chaque article constituant l’enchère électronique  inversée 
dit « pas minimum de l’article ». 
Le maître d’ouvrage établit un montant maximum de  révision de chaque article constituant l’enchère électronique  inversée 
dit « pas maximum de l’article ». 
L’ouverture des plis,  l’examen des dossiers  des concurrents et le suivi du déroulement de l’enchère électronique inversée se 
fait à huit clos par une commission constituée dans les conditions  prévues à l’article 31 du présent arrêté. 
ART. 24. – L’avis de l’enchère électronique inversée fait connaître les mentions suivantes : 
a) l’objet de l’enchère électronique inversée ; 
b) le maître  d’ouvrage qui procède  à l’enchère électronique inversée ;"|data_input/Arrete_1692_BO_7222_Fr_Dématérialisation.pdf|9|34084b9a094f492eb6f311332489492e
"1784 BULLETIN OFFICIEL Nº 7222 – 30 moharrem 1445 (17-8-2023) 
 
c) la date limite de dépôt électronique des plis ; 
d) le jour de l’enchère électronique inversée, avec indication de l’heure du début et de celle de la fin ainsi que le  temps de 
prorogation de l’enchère ; 
e) la référence aux dispositions du règlement de l’enchère électronique inversée qui prévoit la liste des pièces justificatives  que 
tout concurrent doit fournir sous format électronique ; 
f) les conditions requises des concurrents enchérisseurs  telles que prévues aux dispositions de 27 du décret précité n° 2-
22-431 ; 
g) le montant en valeur du cautionnement provisoire,  lorsque ledit cautionnement  est exigé ; 
h) le nombre minimum des concurrents qui doivent s’inscrire pour participer à l’enchère électronique inversée,  sous réserve 
des dispositions du premier alinéa de l’article 22  du présent arrêté ; 
i) le nombre minimum des concurrents admis à enchérir, sous réserve des dispositions du deuxième alinéa de l’article 22  du 
présent arrêté ; 
j) le nombre minimum des concurrents admis et qui  enchérissent, sous réserve des dispositions du troisième alinéa de 
l’article 22 du présent arrêté ; 
k) le prix du début de l’enchère électronique inversée  établi par le maître d’ouvrage pour chaque article se rapportant aux 
prestations objet de l’enchère ; 
l) les pas des articles constituant l’enchère électronique  inversée."|data_input/Arrete_1692_BO_7222_Fr_Dématérialisation.pdf|10|d6b0139a688a42529d259fc181d1bae7
